Month,Date,Country,Gateway,Telco,Shortcode,Keyword,Offer ID,Affiliate ID,Total Sales,ECPA,Day 1,Week 1,Month 3 (A),Month 3 (P),Month 4 (A),Month 4 (P),Month 5 (A),Month 5 (P),Month 6 (A),Month 6 (P)
2023/1,2023-01-05,egypt,mondiamedia,orange,7810,mx,247,378,62,0.0,0.002756084,0.009646295,0.018781961,0.034331538,0.024223419,0.03775648,0.032016258,0.044075727,0.035654579,0.04464215
2023/6,2023-06-14,uae,actel,etisalat,1111,plx,778,429,40,2.0,0.078652815,0.271452542,2.186703426,1.0474095,2.666313089,1.1484144,2.939641079,1.210515,3.191376924,1.241405
2023/9,2023-09-05,malaysia,maxis,maxis,32775,xde,871,151.0,47,1.52173913,0.118855465,0.250917093,0.806091717,0.9047997,0.931689063,1.0469517,1.074441364,1.1700401,1.204151191,1.2561411
2023/12,2023-12-16,greece,datasms,cosmote,19577,gb,1231,151,32,3.28125,0.157677972,0.315355944,1.675429734,1.2904826,1.691108035,1.3739862,1.691108035,1.4180903,1.691108035,1.4309909
2023/10,2023-10-27,egypt,mondiamedia,we,4036,prizeo,1518,442.0,51,0.095,0.011696174,0.033920445,0.201126762,0.20616125,0.237655226,0.23868829,0.258076839,0.23573199,0.261536327,0.23343301
2023/11,2023-11-28,egypt,mondiamedia,orange,7810,gz,1117,486,1187,0.066723695,0.003299903,0.005079527,0.023804178,0.019883312,0.027182212,0.020901963,0.027238984,0.024996497,0.027238984,0.023895018
2023/10,2023-10-23,iraq,iraqcom,asiacell,2920,1,3742,489.0,149,0.302013423,0.0,0.022345488,0.191581331,0.19183189,0.226842048,0.21949276,0.251226777,0.24715371,0.252873364,0.26237768
2023/5,2023-05-07,malaysia,maxis,maxis,32775,d40,1000047,451,126,1.5,0.240844232,0.371515039,1.326566513,1.4003228,1.548825329,1.6455718,1.721065222,1.8780415,1.874234795,2.0425823
2022/12,2022-12-22,thailand,macrokiosk,ais,4541583,b6,91,228,67,0.131343284,0.008902825,0.017805649,0.082219993,0.07269615,0.104040224,0.08145022,0.111426798,0.0891509,0.118795687,0.09488435
2023/8,2023-08-15,palestine,tpay,ooredoo,7825,ed,1046,459,81,0.6,0.042786184,0.121377218,0.36205652,0.4037846,0.398707745,0.44473538,0.43799262,0.47299373,0.453040185,0.49790615
2023/11,2023-11-14,iraq,iraqcom,asiacell,2920,1,3742,507,124,0.484375,0.0,0.030071752,0.166976112,0.21385735,0.195095889,0.24468169,0.201427282,0.27333534,0.201427282,0.29252985
2022/12,2022-12-15,thailand,macrokiosk,ais,4541583,b6,91,238,49,0.163265306,0.00730395,0.00730395,0.032125875,0.045044977,0.032125875,0.05025419,0.034660863,0.058223084,0.039666716,0.060026273
2023/11,2023-11-21,thailand,macrokiosk,ais,4541560,b4,1461,372,120,0.11440678,0.012632575,0.043728143,0.206743348,0.15270011,0.237182344,0.1505431,0.24793278,0.15817933,0.24793278,0.14874658
2022/11,2022-11-04,kenya,socialcom,safaricom,62092,5,80,319,43,0.19047619,0.005189455,0.006919273,0.044534757,0.020482086,0.049594999,0.02160047,0.049594999,0.025787197,0.049594999,0.024754837
2022/12,2022-12-23,saudiarabia,tpay,mobily,42003,ed,49,206,55,0.318181818,0.0,0.039601624,0.14916847,0.33625576,0.179499082,0.365265,0.19349783,0.42280102,0.212176318,0.46865466
2023/9,2023-09-27,jordan,comviva,zain,90910,gt,375,147.0,219,0.423529412,0.087702315,0.114051447,0.330011922,0.34387112,0.374377488,0.3671889,0.391189239,0.4069984,0.403765837,0.42383873
2023/12,2023-12-05,egypt,mondiamedia,orange,7810,gz,1117,486,1669,0.066546763,0.005292195,0.011075925,0.043874728,0.03998199,0.048792555,0.043293215,0.048792555,0.04640262,0.048792555,0.047972187
2023/12,2023-12-15,thailand,qr,ais,4219501,g1,647,210,66,0.23030303,0.001910684,0.005732053,0.073438185,0.04939095,0.077203588,0.055323966,0.077203588,0.06396204,0.077203588,0.06626693
2023/11,2023-11-18,belgium,mondiamedia,orange,8832001,gz,249,210,47,5.777777778,2.099169489,2.099169489,2.099169489,2.2133915,3.197133944,2.879952,3.334203341,3.313902,3.334203341,3.5608566
2023/1,2023-01-09,jordan,comviva,zain,90910,mx,374,450,36,0.377142857,0.047917352,0.066347103,0.339923487,0.22028178,0.445879616,0.25407615,0.533377447,0.2747246,0.623607167,0.29228306
2022/12,2022-12-31,malaysia,maxis,maxis,32775,d40,53,470,86,1.5,0.097688509,0.219326185,1.191750831,1.1124241,1.456780345,1.2756335,1.659489914,1.4509588,1.829997279,1.5662478
2023/4,2023-04-21,egypt,mondiamedia,etisalat,7786,a4a,347,151,30,0.033333333,0.005286435,0.008012253,0.010672487,0.04319587,0.010672487,0.047457606,0.010672487,0.052668087,0.010672487,0.054470547
2023/5,2023-05-07,oman,mondiamedia,ooredoo,92023,a4a,875,353,79,1.537974684,0.148044257,0.239869176,0.552215536,0.634683,0.769610884,0.7225434,0.855206597,0.80226374,0.86458143,0.8526201
2023/11,2023-11-19,greece,datasms,vodafone,19577,gb,1231,151,31,3.048387097,0.268946923,0.506253031,2.412651128,1.2846488,2.963457995,1.3339392,3.092930409,1.324436,3.092930409,1.2795615
2023/1,2023-01-24,jordan,mondiamedia,orange,8896201,mx,374,463,52,0.153846154,0.015811906,0.023717858,0.071141321,0.118401766,0.071141321,0.13824774,0.071141321,0.17644402,0.082996907,0.21103989
2023/1,2023-01-03,uae,actel,etisalat,1111,mvip,303,442,51,1.166666667,0.226600318,0.41207095,1.769399162,1.6229143,2.155577714,1.8140142,2.302022643,1.9539024,2.506077075,2.0184686
2023/11,2023-11-26,greece,datasms,cosmote,19577,gb,1231,151,34,3.294117647,0.245216312,0.669347562,3.532055266,1.8893993,4.092830573,2.018344,4.107586621,2.1190763,4.107586621,2.1688738
2023/9,2023-09-21,uae,actel,etisalat,1111,g4,1447,428.0,41,0.0,0.104301235,0.228114825,0.557533234,0.67896044,0.605102892,0.8218109,0.61457088,0.8292219,0.625001131,0.85938525
2023/3,2023-03-29,egypt,mondiamedia,etisalat,7786,a4a,347,52,229,0.047161572,0.00145735,0.006565261,0.021621616,0.03165564,0.025303273,0.034634925,0.031800783,0.04054214,0.03424537,0.040799662
2023/7,2023-07-18,egypt,mondiamedia,etisalat,7786,a4a,1000051,451,65,0.049230769,0.007904576,0.010374756,0.037744662,0.039617207,0.040683213,0.043922454,0.04625677,0.05105558,0.048685557,0.052232184
2022/11,2022-11-04,saudiarabia,tpay,mobily,42003,ed,49,206,101,0.495049505,0.0,0.038076161,0.252517336,0.3242681,0.303346852,0.37814292,0.34782151,0.40572077,0.407532514,0.44006616
2023/11,2023-11-13,uae,mondiamedia,etisalat,1741,md,1261,104,31,2.016129032,0.050587661,0.29087905,1.100342311,1.5768266,1.209947583,1.7407627,1.251049609,1.8691784,1.251049609,1.9055767
2023/9,2023-09-25,malaysia,maxis,maxis,32775,xde,871,151.0,33,1.515151515,0.169278996,0.309459517,1.376212195,1.1412458,1.666617878,1.3291829,1.904603131,1.4886601,2.094988756,1.5915467
2023/10,2023-10-18,indonesia,macrokiosk,satelindo,95799,lucu1,578,372.0,413,0.203225806,0.003249722,0.004453323,0.033850607,0.025498927,0.041970044,0.027452841,0.049083149,0.03241206,0.050862535,0.03195884
2023/7,2023-07-06,malaysia,dcbumobile,umobile,12668,gs,90,210,49,2.0,0.728441364,1.085228971,2.748836835,2.8390176,3.235016745,3.1921337,3.526614754,3.471071,3.660639819,3.6375294
2023/12,2023-12-04,egypt,mondiamedia,orange,7810,pz,994,511,50,0.048,0.0,0.002871302,0.011466336,0.02620244,0.01200544,0.028273515,0.01200544,0.033341058,0.01200544,0.032969058
2023/6,2023-06-26,saudiarabia,knc,mobily,602002,16,1176,508,342,3.0,0.017596467,0.185568785,0.659586094,0.96156937,0.736906788,1.0813832,0.800887229,1.1902623,0.85313549,1.2524716
2023/10,2023-10-27,egypt,mondiamedia,orange,7810,mx,247,319.0,72,0.069444444,0.001518878,0.008544339,0.02666883,0.03141854,0.036254518,0.03435833,0.037003274,0.040229045,0.037003274,0.040459193
2022/11,2022-11-20,malaysia,dcbumobile,umobile,12668,gs,90,238,41,2.0,0.719120128,0.982212858,2.706860012,2.6038613,3.085270556,2.9663951,3.346428221,3.2688208,3.607825687,3.4548821
2022/12,2022-12-25,palestine,mondiamedia,jawwal,8897001,mx,111,463,47,0.159574468,0.019130228,0.057263512,0.195256407,0.2121011,0.231844667,0.24308729,0.245165877,0.2670166,0.267726756,0.28449208
2023/11,2023-11-11,jordan,comviva,zain,90910,mx,374,500,43,0.5,0.072518926,0.10106361,0.44200271,0.35062948,0.497558915,0.4070381,0.499102524,0.45599347,0.499102524,0.48493794
2023/8,2023-08-24,iraq,iraqcom,asiacell,2920,1,3742,75,388,0.075191816,0.0,0.021100516,0.200914039,0.1767959,0.253158984,0.20362706,0.294602746,0.23170327,0.330794617,0.2454665
2022/11,2022-11-29,saudiarabia,tpay,mobily,42003,ed,223,151,37,0.972972973,0.003464588,0.232008143,1.901630553,1.9760039,2.227692497,2.3091936,2.626485991,2.6274095,2.938819034,2.883254
2023/9,2023-09-27,egypt,mondiamedia,etisalat,7786,pz,1487,463.0,56,0.125,0.007408573,0.01432274,0.037740243,0.07070544,0.038795933,0.07724407,0.043022224,0.07777571,0.047670028,0.0835205
2023/6,2023-06-25,oman,mondiamedia,ooredoo,92023,a4a,875,353,43,1.465116279,0.063128007,0.143471923,0.7345541,0.5234234,0.936622719,0.5973549,1.119152358,0.6693202,1.223605547,0.7205783
2023/4,2023-04-03,egypt,mondiamedia,orange,7810,a4a,347,151,84,0.029761905,0.002449314,0.008164379,0.028581183,0.033047274,0.03737058,0.036545582,0.045181625,0.04068453,0.053968937,0.041544482
2023/6,2023-06-24,egypt,mondiamedia,etisalat,7786,pz,994,298,101,0.04950495,0.001613931,0.004761252,0.050859603,0.051770084,0.058297888,0.056358516,0.07248899,0.058629356,0.084005875,0.061787955
2022/10,2022-10-18,oman,mondiamedia,omantel,92729,gz,127,438,137,1.003649635,0.05265893,0.140805401,0.859635731,0.6824137,0.913438639,0.78664404,0.96151459,0.87606865,1.000431038,0.940544
2023/11,2023-11-19,egypt,mondiamedia,orange,7810,a4a,1265,462,367,0.076229508,0.005811468,0.00894072,0.033060638,0.03087487,0.036722847,0.03372412,0.036759571,0.03951112,0.036759571,0.039678507
2023/3,2023-03-08,palestine,mondiamedia,jawwal,8897001,mx,111,151,32,0.09375,0.021586731,0.047970513,0.456130455,0.15835826,0.609658954,0.16731176,0.761491607,0.17691804,0.839748302,0.18351915
2023/7,2023-07-23,oman,actel,ooredoo,92014,mz,945,462,73,1.235616438,0.093938344,0.159054695,0.265626573,0.44316798,0.281285506,0.46371293,0.289114199,0.4546945,0.289114199,0.46131536
2023/8,2023-08-23,iraq,iraqcom,asiacell,2920,1,3742,493,137,0.069343066,0.0,0.020754667,0.161020757,0.16590716,0.179647976,0.1906671,0.198969631,0.2213684,0.218324649,0.2370578
2023/12,2023-12-28,jordan,mondiamedia,orange,8896201,mx,252,169,48,0.364583333,0.008563575,0.02140773,0.02140773,0.10649384,0.02140773,0.1192991,0.02140773,0.15286097,0.02140773,0.18338215
2022/11,2022-11-18,greece,datasms,cosmote,19577,gb,317,355,126,2.523364486,0.370316416,0.911268826,3.14765448,2.3272886,3.461728315,2.5100195,3.960392806,2.691244,4.354737969,2.864414
2023/2,2023-02-16,qatar,actel,vodafone,97710,amw,363,442,254,0.018897638,0.036060112,0.077081288,0.283867985,0.2364839,0.326161637,0.2606621,0.342126218,0.27800697,0.359916138,0.28800833
2023/5,2023-05-19,uae,actel,etisalat,1111,plx,1025,428,201,3.307692308,0.09611232,0.442231909,2.289579661,1.9894987,2.614607942,2.252259,2.903482151,2.5057647,3.12360346,2.6705747
2023/1,2023-01-05,malaysia,dcbumobile,umobile,12668,gs,90,308,69,2.0,0.771850184,1.12980969,3.527422426,3.047589,4.183754524,3.4710026,4.502264006,3.816518,4.80107479,4.0118675
2023/9,2023-09-20,egypt,mondiamedia,etisalat,7786,pz,1487,463.0,124,0.125,0.00480562,0.005591906,0.048031205,0.034906194,0.048455739,0.03827028,0.048455739,0.044072434,0.048455739,0.044757277
2023/12,2023-12-29,malaysia,maxis,maxis,32775,bab8,1313,500,36,1.444444444,0.248953748,0.374311013,1.235703097,1.5575099,1.235703097,1.8119296,1.235703097,1.981257,1.235703097,2.0741599
2023/1,2023-01-15,jordan,tpay,umniah,91825,gk,375,342,56,0.071428571,0.012099454,0.026215484,0.149168648,0.08920306,0.159250105,0.0955699,0.173362441,0.09670533,0.185449966,0.10529028
2023/6,2023-06-17,thailand,qr,ais,4591201,c2,689,457,66,0.081818182,0.003433266,0.012016431,0.095664754,0.06518833,0.109066005,0.073979095,0.113983948,0.08577767,0.122353255,0.09039894
2023/3,2023-03-19,kuwait,comviva,ooredoo,1732,playmix,515,210,32,0.625,0.128921995,0.213821845,0.640387555,0.51325464,0.640387555,0.5186817,0.640387555,0.553986,0.640387555,0.57736456
2022/10,2022-10-28,thailand,macrokiosk,ais,4541583,b6,91,291,64,0.15,0.015625079,0.020821427,0.05361333,0.08048642,0.079342966,0.089237876,0.083062255,0.09353398,0.088838934,0.100213684
2023/7,2023-07-12,malaysia,maxis,maxis,32775,xde,871,151,64,0.920634921,0.154258171,0.298875207,1.374192057,1.1531453,1.684284047,1.3694116,1.92189521,1.5627675,2.144540395,1.7101178
2023/7,2023-07-11,oman,actel,ooredoo,92014,mz,945,462,30,1.32,0.083121201,0.119486726,0.622147486,0.26992014,0.659817378,0.29857427,0.714366658,0.30687785,0.714366658,0.31859654
2023/3,2023-03-08,malaysia,maxis,maxis,32775,d40,53,378,167,1.5,0.236345142,0.378536528,1.63460997,1.4877597,1.906328941,1.742196,2.084718688,1.9851083,2.30169996,2.1679502
2022/11,2022-11-29,saudiarabia,tpay,mobily,42003,ed,49,210,40,0.375,0.0,0.022421508,0.172998687,0.1971997,0.179415859,0.22503394,0.205076515,0.23245241,0.205076515,0.2517377
2023/2,2023-02-01,malaysia,maxis,maxis,32775,d40,53,378,363,1.5,0.228996311,0.370489966,1.521723692,1.4465524,1.750518721,1.6951833,1.941122786,1.9331827,2.1179035,2.1113105
2023/6,2023-06-19,oman,mondiamedia,ooredoo,92023,a4a,875,353,62,1.524193548,0.071643808,0.15124804,0.851735861,0.58798873,1.014953625,0.6739042,1.235501233,0.7546721,1.383570637,0.81717646
2023/8,2023-08-23,saudiarabia,knc,stc,801984,3,1176,508,60,3.0,0.11002059,0.531133882,2.0565895,2.5931878,2.432216825,2.967698,2.796551673,3.353949,3.119169238,3.644587
2022/12,2022-12-13,thailand,macrokiosk,ais,4541583,b6,91,151,429,0.111888112,0.020578184,0.038097449,0.178652521,0.14351314,0.198517184,0.15615235,0.217825393,0.17839839,0.237562237,0.19236214
2023/6,2023-06-23,egypt,mondiamedia,etisalat,7786,pz,699,312,124,0.05,0.009859297,0.030739952,0.212143943,0.11540346,0.261641872,0.1193769,0.288558808,0.13264412,0.317825256,0.13683629
2023/3,2023-03-31,egypt,mondiamedia,we,4036,a4a,347,151,37,0.162162162,0.008538084,0.014199789,0.040080485,0.06874886,0.042096128,0.08096561,0.050559693,0.0808212,0.052171779,0.08552542
2022/11,2022-11-14,greece,datasms,cosmote,19577,mx,20,104,66,0.892307692,0.228724845,0.429725466,1.953117983,1.5876726,2.231884883,1.7528526,2.51874084,1.8741362,2.780929636,1.9289937
2023/4,2023-04-28,malaysia,maxis,maxis,32775,d40,1000047,451,144,1.5,0.237422273,0.356243031,1.445183602,1.3734257,1.693199142,1.6140523,1.870424192,1.8431733,1.938578176,2.0032384
2023/5,2023-05-13,qatar,tpay,vodafone,97814,ed,153,329,33,0.53030303,0.044313286,0.102452318,0.703641784,0.23980364,0.911436015,0.29261887,1.116710837,0.30860513,1.248118292,0.31156898
2023/1,2023-01-25,malaysia,forestinteractive,xox,33775,ab,71,297,71,0.915492958,0.537801164,0.686160106,1.191659134,1.5275345,1.283229742,1.7733942,1.292079286,1.978719,1.300830239,2.1197937
2023/1,2023-01-03,qatar,tpay,vodafone,97814,ed,152,298,92,0.494565217,0.070707779,0.108025774,0.482459352,0.32042152,0.58181672,0.35496423,0.709409166,0.3872022,0.731949024,0.4163996
2023/7,2023-07-24,jordan,mondiamedia,orange,8896201,gz,375,319,64,0.271875,0.01605444,0.032108879,0.083548338,0.14533351,0.083548338,0.17274216,0.083548338,0.2010738,0.083548338,0.22279876
2023/7,2023-07-04,egypt,mondiamedia,orange,7810,a4a,968,151,40,0.06,0.0,0.004101834,0.006152751,0.014311224,0.008203236,0.014401868,0.010254014,0.017638423,0.010254014,0.01589369
2023/7,2023-07-24,uae,mondiamedia,etisalat,1741,gz,201,494,58,3.034482759,0.0,0.148707646,0.973352232,0.70569575,1.149099271,0.85432017,1.345149538,1.0527091,1.554713251,1.1929817
2023/12,2023-12-03,thailand,qr,ais,4219501,g1,647,366,45,0.093333333,0.005604674,0.016814022,0.080580463,0.06633657,0.098528881,0.07509181,0.098528881,0.086339146,0.098528881,0.090600245
2023/8,2023-08-31,malaysia,maxis,maxis,32775,d40,1000047,451.0,135,1.8,0.153766538,0.314686077,1.302044647,1.238121,1.631088348,1.4105957,1.777202617,1.5931478,1.951772587,1.7027391
2023/9,2023-09-11,malaysia,maxis,maxis,32775,bab8,1313,500.0,51,1.5,0.127789046,0.225152128,0.765454756,0.7352865,0.935146437,0.8368871,1.069735005,0.94781464,1.176669432,1.0200586
2023/4,2023-04-09,uae,mondiamedia,etisalat,1741,mx,220,151,37,1.797297297,0.0,0.190747844,0.762994099,0.8729046,0.953719876,0.92567843,1.091464811,1.0371667,1.186827077,1.1278983
2023/6,2023-06-09,poland,mondiamedia,orange,80715,gamo,475,440,65,1.538461538,0.028737325,0.373585225,2.575678321,1.9964683,2.809032032,2.250991,3.063540673,2.4989822,3.209062019,2.6350641
2023/10,2023-10-15,malaysia,maxis,maxis,32775,bab8,1313,500.0,72,1.52,0.195942704,0.221500448,0.625373768,0.7412358,0.734793521,0.8414337,0.828059882,0.95185024,0.865842628,1.0188793
2023/10,2023-10-28,malaysia,maxis,maxis,32775,d43,1000087,451.0,307,1.992833876,0.17082896,0.317635483,1.361501419,1.1906843,1.529655641,1.2860881,1.65576888,1.3514042,1.662585111,1.3690567
2023/1,2023-01-26,qatar,tpay,vodafone,97814,tmg,131,470,94,0.536170213,0.03844631,0.108403924,0.356590832,0.28144288,0.389617901,0.3018321,0.450365869,0.30167395,0.459952841,0.30598834
2023/4,2023-04-11,malaysia,maxis,maxis,32775,d40,53,378,348,1.5,0.171224732,0.366776476,1.295581893,1.4259297,1.503347415,1.6716242,1.739193396,1.9013534,1.894187412,2.073311
2022/10,2022-10-29,greece,datasms,vodafone,19577,mx,20,353,34,1.411764706,0.053348104,0.133957143,0.493277217,0.42231837,0.699879132,0.4762882,0.699879132,0.50985396,0.699879132,0.5146638
2023/8,2023-08-14,egypt,mondiamedia,etisalat,7786,a4a,1265,462,326,0.136615385,0.003497195,0.012073765,0.054302541,0.03869901,0.059541554,0.042851336,0.062045073,0.04984308,0.06454629,0.050913684
2023/1,2023-01-06,qatar,tpay,vodafone,97814,ed,152,298,71,0.542253521,0.061080898,0.105629234,0.552058207,0.33986616,0.70594151,0.36638534,0.803424898,0.41737485,0.927347646,0.4507526
2023/1,2023-01-31,uae,mondiamedia,etisalat,1741,gz,201,151,58,1.448275862,0.006759512,0.094633167,0.804411446,0.42000127,1.013995407,0.4532308,1.26409565,0.509746,1.487157119,0.5493231
2022/10,2022-10-18,uae,actel,etisalat,1111,g4,140,298,43,1.590909091,0.034058084,0.209856551,0.515587174,1.0117846,0.530001346,1.1108713,0.551329927,1.1592879,0.551329927,1.1643939
2022/11,2022-11-23,qatar,actel,vodafone,97710,amw,33,319,167,0.146706587,0.022209055,0.040132152,0.256888574,0.14445451,0.288320752,0.15257958,0.318640317,0.16677058,0.354207211,0.17365925
2022/12,2022-12-13,saudiarabia,tpay,mobily,42003,ed,256,297,32,0.28125,0.0,0.008007681,0.136259279,0.19148177,0.140270011,0.23361143,0.156311404,0.27774578,0.168350285,0.30250946
2023/2,2023-02-26,egypt,mondiamedia,orange,7810,a4a,347,151,67,0.02238806,0.004177863,0.016557602,0.117260174,0.10233114,0.118484416,0.114090115,0.119708844,0.13684821,0.119708844,0.15103954
2023/12,2023-12-01,malaysia,maxis,maxis,32775,bab2,868,378,51,1.803921569,0.224209866,0.333284936,1.25607027,1.1695242,1.50635959,1.3373481,1.50635959,1.4893049,1.50635959,1.5967443
2023/3,2023-03-18,jordan,mondiamedia,orange,8896201,mx,373,463,30,0.28,0.047956019,0.095912038,0.137017198,0.30493003,0.335572478,0.29794377,0.335572478,0.36815488,0.335572478,0.38984075
2022/10,2022-10-20,kenya,socialcom,safaricom,21271,4,204,298,32,0.077419355,0.007005068,0.007005068,0.020793296,0.025788248,0.025344783,0.027790345,0.025344783,0.03279411,0.027480787,0.032374293
2023/1,2023-01-23,egypt,mondiamedia,orange,7810,mx,247,459,42,0.023809524,0.009967838,0.023393907,0.128682405,0.063631244,0.187184209,0.07007995,0.220454218,0.07373177,0.261470623,0.07829793
2023/11,2023-11-16,thailand,macrokiosk,ais,4541560,b1,65,457,52,0.115384615,0.004484938,0.006727407,0.031902985,0.048518643,0.045533527,0.05430638,0.054554872,0.06281014,0.054554872,0.06501433
2023/10,2023-10-14,jordan,tpay,umniah,91825,gk,1382,462.0,39,0.064102564,0.011577487,0.01736623,0.046316475,0.053756934,0.083951876,0.060417086,0.098432306,0.069727436,0.098432306,0.072536334
2023/7,2023-07-15,saudiarabia,actel,mobily,606068,99,223,206,72,0.755555556,0.0,0.00459209,0.098713311,0.07130255,0.126263267,0.06936594,0.169876558,0.092559606,0.206611866,0.095807895
2023/9,2023-09-09,palestine,tpay,ooredoo,7825,ed,1046,459.0,93,0.348387097,0.039636213,0.087618096,0.36475461,0.38062206,0.531880204,0.4189764,0.691212177,0.49571556,0.771320065,0.5265747
2022/12,2022-12-20,egypt,mondiamedia,etisalat,7786,a4a,347,353,87,0.068965517,0.002024564,0.005031664,0.025291565,0.03125768,0.034640868,0.034170687,0.037007273,0.04001663,0.037007273,0.040228203
2023/9,2023-09-01,uae,mondiamedia,etisalat,1741,gd,1011,206.0,68,1.941176471,0.0,0.265206744,1.424052524,1.3573308,1.629725842,1.5426412,1.654710787,1.7528825,1.667202562,1.8334484
2023/11,2023-11-12,jordan,tpay,orange,99222,fp,1430,484,61,0.295081967,0.041934671,0.109496086,0.172395794,0.09835063,0.172395794,0.10533461,0.172395794,0.10228649,0.172395794,0.11065416
2022/12,2022-12-16,thailand,macrokiosk,ais,4541560,b1,85,151,63,0.114285714,0.0113617,0.026510633,0.101200663,0.08752414,0.124205422,0.096241154,0.145800453,0.10398502,0.165267656,0.112017564
2023/8,2023-08-20,greece,mobivas,vodafone,54006,fnp,625,479,62,6.25,0.732114143,1.115788934,2.96678066,2.346037,2.96678066,2.3915772,2.96678066,2.3875194,2.96678066,2.338087
2023/9,2023-09-25,malaysia,maxis,maxis,32775,d47,1327,440.0,90,1.522727273,0.120689654,0.206206748,0.892443449,0.7083948,1.099568984,0.81150776,1.261861657,0.9376834,1.392188473,1.0215813
2023/7,2023-07-11,qatar,actel,vodafone,97710,amt,1204,500,80,0.506493506,0.013856745,0.058924953,0.202474618,0.21072116,0.221587292,0.23868659,0.255216212,0.24173862,0.295793178,0.24582511
2023/8,2023-08-13,egypt,mondiamedia,etisalat,7786,a4a,968,151,55,0.06,0.005747331,0.024381257,0.063864892,0.08056772,0.068834895,0.089057304,0.071825047,0.0969508,0.083540128,0.10732627
2023/5,2023-05-22,malaysia,forestinteractive,xox,38880,bb,71,297,82,0.731707317,0.364719033,0.539149874,1.635932262,1.5056837,1.759433564,1.8039241,1.86506461,2.0642774,1.961889233,2.249344
2023/12,2023-12-08,egypt,mondiamedia,vodafone,7785,mx,247,531,33,0.072727273,0.0,0.002937972,0.010454218,0.015054986,0.011568069,0.015269503,0.011568069,0.018620573,0.011568069,0.016961709
2023/3,2023-03-28,malaysia,maxis,maxis,32775,d40,53,378,354,1.495548961,0.157726267,0.347044826,1.285922275,1.3670882,1.483883845,1.6061265,1.678823344,1.830048,1.859714434,2.0000048
2023/3,2023-03-22,egypt,mondiamedia,etisalat,7786,pz,348,353,34,0.044117647,0.001953961,0.002015042,0.021550588,0.031460643,0.021550588,0.034407444,0.021550588,0.04028464,0.021550588,0.040519647
2023/1,2023-01-30,jordan,comviva,zain,90910,gt,375,353,54,0.277777778,0.070647378,0.082923494,0.159683397,0.2756539,0.171353927,0.31655684,0.192840852,0.35511857,0.192840852,0.38511464
2022/10,2022-10-22,saudiarabia,tpay,mobily,42003,ed,49,206,31,0.483870968,0.0,0.12407176,0.401078853,0.47229534,0.471382081,0.53283435,0.529344089,0.56036335,0.645246472,0.5979313
2023/7,2023-07-28,egypt,mondiamedia,etisalat,7786,a4a,347,288,242,0.15,0.007745466,0.020564794,0.115301309,0.09108341,0.125584744,0.09888749,0.135996142,0.10051781,0.137926079,0.098419696
2022/12,2022-12-12,palestine,mondiamedia,ooredoo,7902,a4,111,52,33,1.090909091,0.024769165,0.043346039,0.445482183,0.305956,0.474555221,0.3798824,0.498241835,0.406161,0.527908455,0.43990287
2023/8,2023-08-01,malaysia,maxis,maxis,32775,xde,871,151,50,1.48,0.15329341,0.249101791,1.160823837,0.9916804,1.390522648,1.1712807,1.532683823,1.3424417,1.641503553,1.4775859
2022/10,2022-10-31,palestine,mondiamedia,ooredoo,7902,a4,111,151,36,0.208333333,0.016510992,0.027582652,0.122400184,0.14524662,0.178758775,0.15572226,0.306680141,0.18226978,0.366292023,0.20039243
2022/11,2022-11-23,saudiarabia,tpay,mobily,42003,ed,155,304,71,1.232394366,0.0,0.050553701,0.357400691,0.21196374,0.404399844,0.23229392,0.460423547,0.2507277,0.538173872,0.26432085
2022/10,2022-10-14,malaysia,dcbumobile,umobile,12668,gs,90,206,37,2.0,0.733232678,1.189025964,3.958675013,2.846034,4.738954697,3.1731458,5.20248701,3.4254456,5.758082865,3.5540388
2023/8,2023-08-23,oman,actel,ooredoo,92014,mz,1280,462,287,1.173333333,0.133309892,0.220192103,0.705290308,0.7492261,0.769690186,0.8527486,0.819905154,0.969136,0.853281708,1.0250453
2023/9,2023-09-11,oman,actel,ooredoo,92014,pm,1058,428.0,142,1.808510638,0.175058031,0.276580714,1.193617452,1.0312748,1.427117173,1.16427,1.662585295,1.282681,1.843962847,1.3471501
2023/1,2023-01-28,jordan,comviva,zain,90910,mx,373,319,70,0.308571429,0.055447222,0.065864383,0.245380733,0.26212487,0.309349277,0.29727527,0.323079056,0.3278936,0.337765392,0.35325447
2023/6,2023-06-26,egypt,mondiamedia,orange,7810,a4a,347,382,32,0.046875,0.015379534,0.020506827,0.174307562,0.1016804,0.194812275,0.10734166,0.2016482,0.114492536,0.217030177,0.11532801
2023/11,2023-11-23,malaysia,maxis,maxis,33186,fnp,1495,210,53,2.0,0.524714025,0.524714025,3.060320575,2.671105,3.304360637,2.8784084,3.304360637,2.9433541,3.304360637,2.9225807
2023/2,2023-02-15,qatar,actel,ooredoo,92875,sf,363,442,128,1.772307692,0.116094468,0.16277347,0.459918299,0.5415711,0.48769365,0.57628,0.493089787,0.6133059,0.493089787,0.6378478
2023/6,2023-06-04,oman,actel,ooredoo,92014,mz,945,462,43,0.951219512,0.025372022,0.029600692,0.078531093,0.13743384,0.099070206,0.14530477,0.099070206,0.16167036,0.099070206,0.17418602
2023/3,2023-03-24,jordan,comviva,zain,90910,mx,252,151,39,0.512820513,0.079945494,0.102058077,0.370748485,0.23089576,0.44982037,0.26797152,0.497501243,0.27864432,0.543479228,0.2937112
